OTUid	Kingdom	K_identity	Phylum	P_identity	Class	C_identity	Order	O_identity	Family	F_identity	Genus	G_identity	Species	S_identity
Zotu1871	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.95	Burkholderiales	0.95	Oxalobacteraceae	0.77	Noviherbaspirillum	0.61	AsCoM_s_3149	0.59
Zotu215	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Noviherbaspirillum	0.63	AsCoM_s_2848	0.59
Zotu318	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Noviherbaspirillum	0.81	AsCoM_s_3149	0.81
Zotu436	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Noviherbaspirillum	0.89	AsCoM_s_12738	0.57
Zotu51	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Noviherbaspirillum	0.82	AsCoM_s_3149	0.82
Zotu599	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.68	Noviherbaspirillum	0.28	AsCoM_s_16296	0.22
Zotu796	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.87	Noviherbaspirillum	0.82	AsCoM_s_12738	0.76
Zotu825	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.73	Noviherbaspirillum	0.36	Noviherbaspirillum_suwonense	0.31
Zotu834	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.97	Noviherbaspirillum	0.79	AsCoM_s_3149	0.72
Zotu9031	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.86	Burkholderiales	0.86	Oxalobacteraceae	0.76	Noviherbaspirillum	0.75	AsCoM_s_12738	0.6
Zotu9950	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.55	Noviherbaspirillum	0.36	AsCoM_s_381	0.34
Zotu10348	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	0.99	AsCoM_s_65	0.95
Zotu10769	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.62	Sphingomonadaceae	0.62	Novosphingobium	0.61	AsCoM_s_7578	0.42
Zotu1103	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.77	Sphingomonadaceae	0.77	Novosphingobium	0.77	AsCoM_s_65	0.69
Zotu1321	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.82	Sphingomonadaceae	0.82	Novosphingobium	0.82	AsCoM_s_65	0.8
Zotu1356	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_65	0.97
Zotu16	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_65	1
Zotu1936	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.99	Sphingomonadaceae	0.99	Novosphingobium	0.96	AsCoM_s_65	0.92
Zotu2336	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.76	Sphingomonadaceae	0.76	Novosphingobium	0.76	AsCoM_s_65	0.75
Zotu2349	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.76	Sphingomonadaceae	0.76	Novosphingobium	0.76	AsCoM_s_65	0.76
Zotu2356	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.79	Sphingomonadales	0.78	Sphingomonadaceae	0.78	Novosphingobium	0.73	AsCoM_s_65	0.57
Zotu263	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.9	Sphingomonadaceae	0.9	Novosphingobium	0.89	AsCoM_s_149	0.45
Zotu2779	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.71	Sphingomonadaceae	0.71	Novosphingobium	0.7	AsCoM_s_65	0.69
Zotu2939	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.94	Sphingomonadales	0.94	Sphingomonadaceae	0.94	Novosphingobium	0.91	AsCoM_s_65	0.73
Zotu306	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_192	0.83
Zotu3149	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.86	Sphingomonadaceae	0.86	Novosphingobium	0.86	AsCoM_s_65	0.86
Zotu3620	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.99	Sphingomonadaceae	0.99	Novosphingobium	0.99	AsCoM_s_65	0.53
Zotu421	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.96	Sphingomonadaceae	0.96	Novosphingobium	0.95	AsCoM_s_149	0.73
Zotu4239	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.67	Sphingomonadaceae	0.67	Novosphingobium	0.67	AsCoM_s_5384	0.23
Zotu429	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.9	Sphingomonadaceae	0.9	Novosphingobium	0.88	AsCoM_s_149	0.62
Zotu4295	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.76	Sphingomonadaceae	0.76	Novosphingobium	0.74	AsCoM_s_65	0.74
Zotu433	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_149	0.75
Zotu447	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_192	0.68
Zotu465	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.83	Sphingomonadaceae	0.83	Novosphingobium	0.82	AsCoM_s_149	0.6
Zotu470	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.91	Sphingomonadaceae	0.91	Novosphingobium	0.91	AsCoM_s_192	0.67
Zotu4739	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.63	Sphingomonadaceae	0.63	Novosphingobium	0.62	AsCoM_s_149	0.49
Zotu4820	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.71	Sphingomonadaceae	0.71	Novosphingobium	0.69	AsCoM_s_5384	0.23
Zotu492	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.98	Sphingomonadaceae	0.98	Novosphingobium	0.98	AsCoM_s_149	0.73
Zotu525	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.79	Sphingomonadaceae	0.79	Novosphingobium	0.78	AsCoM_s_149	0.57
Zotu54	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_149	0.86
Zotu589	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	0.98	AsCoM_s_149	0.74
Zotu645	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_149	0.5
Zotu7529	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	0.99	AsCoM_s_65	0.95
Zotu7622	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.97	Sphingomonadaceae	0.97	Novosphingobium	0.93	AsCoM_s_149	0.48
Zotu763	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.44	Sphingomonadaceae	0.44	Novosphingobium	0.44	AsCoM_s_149	0.32
Zotu8246	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.86	Sphingomonadaceae	0.86	Novosphingobium	0.41	AsCoM_s_3224	0.21
Zotu84	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Sphingomonadales	0.91	Sphingomonadaceae	0.91	Novosphingobium	0.91	AsCoM_s_65	0.78
Zotu85	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.89	Sphingomonadaceae	0.89	Novosphingobium	0.88	AsCoM_s_149	0.64
Zotu856	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.98	Sphingomonadaceae	0.98	Novosphingobium	0.98	AsCoM_s_149	0.5
Zotu9611	Bacteria	1	Proteobacteria	0.94	Alphaproteobacteria	0.93	Sphingomonadales	0.93	Sphingomonadaceae	0.93	Novosphingobium	0.9	AsCoM_s_65	0.82
Zotu97	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Novosphingobium	1	AsCoM_s_149	0.51
Zotu9980	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.66	Sphingomonadaceae	0.66	Novosphingobium	0.66	AsCoM_s_7578	0.44
Zotu9986	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.91	Sphingomonadales	0.91	Sphingomonadaceae	0.91	Novosphingobium	0.88	AsCoM_s_7578	0.51
Zotu9247	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Burkholderiaceae	0.85	Burkholderia-Caballeronia-Paraburkholderia	0.85	unknown	unknown
Zotu1113	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Paucibacter	0.54	AsCoM_s_4623	0.54
Zotu1115	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Pelomonas	0.44	AsCoM_s_278	0.37
Zotu133	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Pelomonas	0.99	AsCoM_s_278	0.9
Zotu307	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Pelomonas	0.58	AsCoM_s_278	0.52
Zotu379	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Pelomonas	0.57	AsCoM_s_278	0.43
Zotu9251	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.88	Pelomonas	0.51	AsCoM_s_278	0.39
Zotu1332	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98	Caulobacterales	0.88	Caulobacteraceae	0.88	Phenylobacterium	0.78	AsCoM_s_610	0.27
Zotu1475	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.65	Caulobacteraceae	0.65	Phenylobacterium	0.61	AsCoM_s_6113	0.28
Zotu1856	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.71	Caulobacteraceae	0.71	Phenylobacterium	0.71	AsCoM_s_610	0.29
Zotu226	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.96	AsCoM_s_2825	0.73
Zotu2497	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.8	Caulobacteraceae	0.8	Phenylobacterium	0.76	AsCoM_s_784	0.55
Zotu250	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.95	AsCoM_s_2825	0.57
Zotu270	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.94	Caulobacteraceae	0.94	Phenylobacterium	0.83	AsCoM_s_784	0.38
Zotu284	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	1	AsCoM_s_610	0.52
Zotu305	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.94	AsCoM_s_739	0.36
Zotu346	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.94	Caulobacteraceae	0.94	Phenylobacterium	0.83	AsCoM_s_784	0.38
Zotu372	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	1	AsCoM_s_2706	0.38
Zotu386	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.99	AsCoM_s_784	0.76
Zotu388	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.86	AsCoM_s_784	0.59
Zotu430	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.95	AsCoM_s_784	0.53
Zotu510	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	1	AsCoM_s_2825	0.49
Zotu519	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.94	AsCoM_s_784	0.55
Zotu52	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	0.97	AsCoM_s_784	0.56
Zotu521	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.87	Caulobacteraceae	0.87	Phenylobacterium	0.78	AsCoM_s_784	0.38
Zotu530	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.95	Caulobacteraceae	0.95	Phenylobacterium	0.82	AsCoM_s_784	0.52
Zotu618	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Phenylobacterium	1	AsCoM_s_610	0.62
Zotu8157	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.88	Caulobacterales	0.88	Caulobacteraceae	0.88	Phenylobacterium	0.87	AsCoM_s_2825	0.82
Zotu8793	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98	Caulobacterales	0.97	Caulobacteraceae	0.97	Phenylobacterium	0.81	AsCoM_s_4339	0.43
Zotu164	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Phyllobacterium	1	Phyllobacterium_brassicacearum	1
Zotu694	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Phyllobacterium	0.97	Phyllobacterium_brassicacearum	0.97
Zotu750	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.85	Rhizobiaceae	0.85	Phyllobacterium	0.77	Phyllobacterium_brassicacearum	0.7
Zotu801	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.97	Rhizobiaceae	0.97	Phyllobacterium	0.84	Phyllobacterium_brassicacearum	0.76
Zotu978	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Phyllobacterium	0.59	Phyllobacterium_brassicacearum	0.59
Zotu423	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.98	Burkholderiales	0.98	Comamonadaceae	0.92	Piscinibacter	0.69	Piscinibacter_aquaticus	0.69
Zotu45	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Piscinibacter	0.79	Piscinibacter_aquaticus	0.79
Zotu494	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.95	Burkholderiales	0.95	Comamonadaceae	0.89	Piscinibacter	0.68	Piscinibacter_aquaticus	0.68
Zotu507	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Piscinibacter	0.6	Piscinibacter_aquaticus	0.6
Zotu412	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Polaromonas	0.88	AsCoM_s_7774	0.37
Zotu42	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Polaromonas	0.98	Polaromonas_jejuensis	0.98
Zotu538	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Polaromonas	0.74	Polaromonas_jejuensis	0.74
Zotu6403	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.38	Polaromonas	0.19	Polaromonas_jejuensis	0.19
Zotu7603	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.99	Polaromonas	0.47	Polaromonas_jejuensis	0.47
Zotu614	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Micrococcales	1	Promicromonosporaceae	1	Promicromonospora	1	unknown	unknown
Zotu2922	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.96	Pseudoduganella	0.42	Pseudoduganella_violaceinigra	0.42
Zotu41	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Pseudoduganella	0.54	Pseudoduganella_violaceinigra	0.54
Zotu5053	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.94	Burkholderiales	0.94	Oxalobacteraceae	0.91	Pseudoduganella	0.33	Pseudoduganella_violaceinigra	0.33
Zotu193	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	0.87	Pseudolabrys	0.78	AsCoM_s_12724	0.77
Zotu491	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Pseudolabrys	1	AsCoM_s_12724	1
Zotu601	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.86	Xanthobacteraceae	0.68	Pseudolabrys	0.32	AsCoM_s_12724	0.29
Zotu726	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Pseudolabrys	1	AsCoM_s_12724	0.98
Zotu10276	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.84	Pseudomonadales	0.81	Pseudomonadaceae	0.81	Pseudomonas	0.81	Pseudomonas_helmanticensis	0.39
Zotu125	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1	Pseudomonas_helmanticensis	0.59
Zotu177	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.89	Pseudomonadales	0.84	Pseudomonadaceae	0.84	Pseudomonas	0.84	Pseudomonas_helmanticensis	0.84
Zotu2901	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Pseudomonadales	0.95	Pseudomonadaceae	0.95	Pseudomonas	0.95	Pseudomonas_helmanticensis	0.51
Zotu321	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.9	Pseudomonadales	0.85	Pseudomonadaceae	0.85	Pseudomonas	0.85	Pseudomonas_helmanticensis	0.85
Zotu326	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.89	Pseudomonadales	0.84	Pseudomonadaceae	0.84	Pseudomonas	0.84	Pseudomonas_frederiksbergensis	0.45
Zotu332	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1	Pseudomonas_frederiksbergensis	0.38
Zotu38	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1	Pseudomonas_helmanticensis	1
Zotu456	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.95	Pseudomonadales	0.93	Pseudomonadaceae	0.93	Pseudomonas	0.93	Pseudomonas_helmanticensis	0.93
Zotu47	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1	Pseudomonas_helmanticensis	0.59
Zotu512	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.89	Pseudomonadales	0.84	Pseudomonadaceae	0.84	Pseudomonas	0.84	Pseudomonas_frederiksbergensis	0.45
Zotu5950	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1	Pseudomonas_helmanticensis	1
Zotu8628	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.95	Pseudomonadales	0.94	Pseudomonadaceae	0.94	Pseudomonas	0.94	Pseudomonas_helmanticensis	0.52
Zotu9035	Bacteria	1	Proteobacteria	0.96	Gammaproteobacteria	0.95	Pseudomonadales	0.92	Pseudomonadaceae	0.92	Pseudomonas	0.92	Pseudomonas_frederiksbergensis	0.37
Zotu683	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Pseudonocardiales	0.86	Pseudonocardiaceae	0.86	Pseudonocardia	0.56	AsCoM_s_10826	0.33
Zotu1019	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Pseudorhodoplanes	0.82	AsCoM_s_485	0.82
Zotu1172	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Pseudorhodoplanes	0.95	AsCoM_s_485	0.95
Zotu130	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Pseudorhodoplanes	0.97	AsCoM_s_485	0.97
Zotu528	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.95	Xanthobacteraceae	0.91	Pseudorhodoplanes	0.75	AsCoM_s_485	0.75
Zotu563	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.97	Xanthobacteraceae	0.93	Pseudorhodoplanes	0.76	AsCoM_s_485	0.76
Zotu615	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Pseudorhodoplanes	0.78	AsCoM_s_485	0.78
Zotu828	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Pseudorhodoplanes	0.71	AsCoM_s_485	0.71
Zotu255	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Pseudoxanthomonas	1	Pseudoxanthomonas_yeongjuensis	1
Zotu1028	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.53	AsCoM_s_280	0.41
Zotu10543	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.73	AsCoM_s_280	0.58
Zotu1345	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.35	AsCoM_s_7812	0.28
Zotu1511	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.93	Ramlibacter	0.64	AsCoM_s_3746	0.53
Zotu179	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.66	Ramlibacter	0.55	Paraburkholderia_terricola	0.33
Zotu191	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.82	AsCoM_s_280	0.48
Zotu314	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.51	AsCoM_s_280	0.46
Zotu35	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.89	AsCoM_s_280	0.73
Zotu378	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.62	AsCoM_s_3746	0.51
Zotu4147	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.66	Ramlibacter	0.26	Pseudoduganella_danionis	0.14
Zotu5317	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.98	Ramlibacter	0.59	AsCoM_s_1159	0.26
Zotu541	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.55	AsCoM_s_280	0.42
Zotu5668	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.81	Ramlibacter	0.26	AsCoM_s_1159	0.22
Zotu6099	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.68	Ramlibacter	0.59	AsCoM_s_1159	0.43
Zotu6779	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.61	Ramlibacter	0.21	AsCoM_s_1159	0.18
Zotu7598	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.84	AsCoM_s_280	0.61
Zotu776	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.84	AsCoM_s_7539	0.57
Zotu8	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.48	Variovorax_ginsengisoli	0.43
Zotu9249	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ramlibacter	0.46	Variovorax_boronicumulans	0.33
Zotu9338	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.74	Ramlibacter	0.65	AsCoM_s_1159	0.52
Zotu313	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Reyranellales	1	Reyranellaceae	1	Reyranella	1	Reyranella_soli	0.64
Zotu529	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Reyranellales	1	Reyranellaceae	1	Reyranella	1	AsCoM_s_1433	0.85
Zotu1014	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.43	Rhizobacter	0.38	AsCoM_s_3847	0.25
Zotu103	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.9	AsCoM_s_3847	0.58
Zotu10482	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.73	Rhizobacter	0.67	AsCoM_s_332	0.65
Zotu1063	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.62	Rhizobacter	0.62	AsCoM_s_332	0.6
Zotu1078	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.94	Rhizobacter	0.21	AsCoM_s_332	0.16
Zotu11	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	1	AsCoM_s_332	0.94
